repo,pr_a,pr_b,prob,raw
benwbrum/fromthepage,4789,4794,0.2,
benwbrum/fromthepage,4765,4795,0.1,
benwbrum/fromthepage,4782,4783,0.35,
benwbrum/fromthepage,4719,4792,0.12,
benwbrum/fromthepage,4792,4794,0.08,
benwbrum/fromthepage,4750,4788,0.12,
benwbrum/fromthepage,4784,4791,0.15,
benwbrum/fromthepage,4784,4792,0.05,
benwbrum/fromthepage,4719,4747,0.1,
benwbrum/fromthepage,4719,4750,0.05,
benwbrum/fromthepage,4783,4791,0.35,
benwbrum/fromthepage,4785,4791,0.15,
benwbrum/fromthepage,4696,4765,0.05,
benwbrum/fromthepage,4696,4786,0.18,
benwbrum/fromthepage,4696,4792,0.08,
benwbrum/fromthepage,4782,4791,0.38,
benwbrum/fromthepage,4750,4766,0.07,
benwbrum/fromthepage,4785,4792,0.05,
benwbrum/fromthepage,4750,4790,0.07,
benwbrum/fromthepage,4719,4785,0.05,
benwbrum/fromthepage,4696,4750,0.05,
benwbrum/fromthepage,4719,4788,0.08,
benwbrum/fromthepage,4719,4782,0.05,
benwbrum/fromthepage,4783,4790,0.05,
benwbrum/fromthepage,4696,4788,0.07,
benwbrum/fromthepage,4696,4714,0.05,
benwbrum/fromthepage,4789,4793,0.15,
benwbrum/fromthepage,4783,4784,0.1,
benwbrum/fromthepage,4790,4791,0.12,
benwbrum/fromthepage,4719,4738,0.05,
benwbrum/fromthepage,4785,4788,0.12,
benwbrum/fromthepage,4696,4794,0.28,
benwbrum/fromthepage,4785,4795,0.05,
benwbrum/fromthepage,4793,4794,0.08,
benwbrum/fromthepage,4765,4788,0.05,
benwbrum/fromthepage,4783,4789,0.2,
benwbrum/fromthepage,4719,4795,0.95,
benwbrum/fromthepage,4782,4788,0.05,
benwbrum/fromthepage,4790,4794,0.25,
benwbrum/fromthepage,4750,4794,0.05,
benwbrum/fromthepage,4786,4794,0.2,
benwbrum/fromthepage,4788,4793,0.5,
benwbrum/fromthepage,4791,4792,0.05,
benwbrum/fromthepage,4784,4785,0.05,
benwbrum/fromthepage,4765,4791,0.05,
benwbrum/fromthepage,4783,4788,0.05,
benwbrum/fromthepage,4786,4791,0.2,
benwbrum/fromthepage,4765,4794,0.05,
benwbrum/fromthepage,4719,4789,0.1,
benwbrum/fromthepage,4783,4785,0.05,
benwbrum/fromthepage,4782,4785,0.15,
benwbrum/fromthepage,4719,4742,0.1,
benwbrum/fromthepage,4786,4793,0.35,
benwbrum/fromthepage,4788,4795,0.1,
benwbrum/fromthepage,4720,4750,0.1,
benwbrum/fromthepage,4696,4747,0.1,
benwbrum/fromthepage,4696,4790,0.15,
benwbrum/fromthepage,4719,4786,0.35,
benwbrum/fromthepage,4786,4789,0.55,
benwbrum/fromthepage,4696,4716,0.05,
benwbrum/fromthepage,4794,4795,0.1,
benwbrum/fromthepage,4785,4790,0.5,
benwbrum/fromthepage,4696,4720,0.12,
benwbrum/fromthepage,4696,4789,0.25,
benwbrum/fromthepage,4784,4793,0.05,
benwbrum/fromthepage,4784,4790,0.1,
benwbrum/fromthepage,4786,4792,0.15,
benwbrum/fromthepage,4696,4742,0.1,
benwbrum/fromthepage,4790,4792,0.12,
benwbrum/fromthepage,4720,4742,0.08,
benwbrum/fromthepage,4783,4793,0.1,
benwbrum/fromthepage,4750,4791,0.15,
benwbrum/fromthepage,4782,4794,0.18,
benwbrum/fromthepage,4750,4785,0.25,
benwbrum/fromthepage,4720,4738,0.18,
benwbrum/fromthepage,4785,4793,0.1,
benwbrum/fromthepage,4792,4793,0.05,
benwbrum/fromthepage,4765,4784,0.03,
benwbrum/fromthepage,4784,4788,0.03,
benwbrum/fromthepage,4696,4697,0.15,
benwbrum/fromthepage,4790,4793,0.03,
benwbrum/fromthepage,4696,4795,0.05,
benwbrum/fromthepage,4782,4784,0.03,
benwbrum/fromthepage,4782,4792,0.03,
benwbrum/fromthepage,4696,4719,0.05,
benwbrum/fromthepage,4783,4794,0.03,
benwbrum/fromthepage,4720,4747,0.05,
benwbrum/fromthepage,4765,4792,0.1,
benwbrum/fromthepage,4696,4784,0.1,
benwbrum/fromthepage,4716,4719,0.05,
benwbrum/fromthepage,4750,4786,0.25,
benwbrum/fromthepage,4783,4795,0.05,
benwbrum/fromthepage,4784,4794,0.15,
benwbrum/fromthepage,4692,4693,0.1,
benwbrum/fromthepage,4719,4783,0.05,
benwbrum/fromthepage,4765,4766,0.25,
benwbrum/fromthepage,4782,4786,0.25,
benwbrum/fromthepage,4696,4793,0.18,
benwbrum/fromthepage,4785,4789,0.35,
benwbrum/fromthepage,4750,4783,0.08,
benwbrum/fromthepage,4719,4765,0.12,
benwbrum/fromthepage,4750,4793,0.12,
benwbrum/fromthepage,4784,4789,0.32,
benwbrum/fromthepage,4750,4782,0.07,
benwbrum/fromthepage,4719,4794,0.18,
benwbrum/fromthepage,4784,4786,0.38,
benwbrum/fromthepage,4785,4794,0.4,
benwbrum/fromthepage,4765,4782,0.1,
benwbrum/fromthepage,4696,4782,0.05,
benwbrum/fromthepage,4789,4791,0.3,
benwbrum/fromthepage,4782,4790,0.2,
benwbrum/fromthepage,4719,4790,0.1,
benwbrum/fromthepage,4719,4793,0.05,
benwbrum/fromthepage,4786,4795,0.2,
benwbrum/fromthepage,4782,4789,0.25,
benwbrum/fromthepage,4788,4789,0.08,
benwbrum/fromthepage,4696,4766,0.2,
benwbrum/fromthepage,4765,4790,0.52,
benwbrum/fromthepage,4750,4795,0.12,
benwbrum/fromthepage,4782,4795,0.08,
benwbrum/fromthepage,4719,4784,0.37,
benwbrum/fromthepage,4785,4786,0.2,
benwbrum/fromthepage,4791,4794,0.22,
benwbrum/fromthepage,4789,4790,0.28,
benwbrum/fromthepage,4750,4789,0.12,
benwbrum/fromthepage,4788,4790,0.12,
benwbrum/fromthepage,4765,4783,0.1,
benwbrum/fromthepage,4747,4750,0.05,
benwbrum/fromthepage,4696,4738,0.2,
benwbrum/fromthepage,4750,4792,0.05,
benwbrum/fromthepage,4786,4788,0.35,
benwbrum/fromthepage,4765,4793,0.3,
benwbrum/fromthepage,4765,4785,0.45,
berachain/beacon-kit,2840,2841,0.85,
binarywang/WxJava,3650,3656,0.02,
binarywang/WxJava,3652,3653,0.15,
binarywang/WxJava,3648,3654,0.1,
binarywang/WxJava,3654,3658,0.05,
binarywang/WxJava,3646,3656,0.05,
binarywang/WxJava,3649,3659,0.2,
binarywang/WxJava,3653,3659,0.4,
binarywang/WxJava,3655,3659,0.05,
binarywang/WxJava,3649,3656,0.05,
binarywang/WxJava,3648,3658,0.05,
binarywang/WxJava,3650,3655,0.05,
binarywang/WxJava,3653,3658,0.05,
binarywang/WxJava,3647,3648,0.2,
binarywang/WxJava,3650,3659,0.05,
binarywang/WxJava,3647,3658,0.05,
binarywang/WxJava,3652,3654,0.1,
binarywang/WxJava,3646,3649,0.05,
binarywang/WxJava,3647,3653,0.3,
binarywang/WxJava,3647,3650,0.05,
binarywang/WxJava,3651,3653,0.05,
binarywang/WxJava,3652,3655,0.15,
binarywang/WxJava,3648,3655,0.75,
binarywang/WxJava,3651,3655,0.2,
binarywang/WxJava,3658,3659,0.15,
binarywang/WxJava,3655,3656,0.18,
binarywang/WxJava,3648,3652,0.18,
binarywang/WxJava,3650,3658,0.08,
binarywang/WxJava,3652,3658,0.45,
binarywang/WxJava,3646,3650,0.4,
binarywang/WxJava,3646,3658,0.08,
binarywang/WxJava,3651,3659,0.2,
binarywang/WxJava,3647,3649,0.3,
binarywang/WxJava,3651,3654,0.15,
binarywang/WxJava,3653,3656,0.65,
binarywang/WxJava,3646,3654,0.12,
binarywang/WxJava,3647,3651,0.4,
binarywang/WxJava,3651,3656,0.12,
binarywang/WxJava,3648,3653,0.6,
binarywang/WxJava,3646,3651,0.1,
binarywang/WxJava,3649,3654,0.15,
binarywang/WxJava,3653,3655,0.5,
binarywang/WxJava,3651,3658,0.25,
binarywang/WxJava,3646,3648,0.15,
binarywang/WxJava,3650,3654,0.1,
binarywang/WxJava,3646,3659,0.1,
binarywang/WxJava,3650,3651,0.08,
binarywang/WxJava,3654,3656,0.1,
binarywang/WxJava,3650,3652,0.2,
binarywang/WxJava,3647,3654,0.05,
binarywang/WxJava,3649,3653,0.38,
binarywang/WxJava,3653,3654,0.05,
binarywang/WxJava,3649,3652,0.1,
binarywang/WxJava,3646,3647,0.08,
binarywang/WxJava,3656,3659,0.35,
binarywang/WxJava,3646,3652,0.15,
binarywang/WxJava,3648,3649,0.2,
binarywang/WxJava,3648,3659,0.3,
binarywang/WxJava,3647,3652,0.05,
binarywang/WxJava,3652,3656,0.05,
binarywang/WxJava,3651,3652,0.08,
binarywang/WxJava,3652,3659,0.05,
binarywang/WxJava,3648,3650,0.15,
binarywang/WxJava,3649,3651,0.05,
binarywang/WxJava,3650,3653,0.05,
binarywang/WxJava,3647,3655,0.1,
binarywang/WxJava,3647,3656,0.05,
binarywang/WxJava,3649,3655,0.05,
binarywang/WxJava,3656,3658,0.05,
binarywang/WxJava,3649,3658,0.05,
binarywang/WxJava,3648,3651,0.1,
binarywang/WxJava,3646,3655,0.05,
binarywang/WxJava,3646,3653,0.05,
binarywang/WxJava,3649,3650,0.05,
binarywang/WxJava,3654,3659,0.05,
binarywang/WxJava,3647,3659,0.15,
binarywang/WxJava,3655,3658,0.05,
binarywang/WxJava,3648,3656,0.25,
binarywang/WxJava,3654,3655,0.05,
brenocq/implot3d,137,138,0.7,
bruin-data/bruin,873,912,0.4,
bruin-data/bruin,742,743,0.15,
bruin-data/bruin,824,897,0.35,
bruin-data/bruin,761,841,0.78,
bruin-data/bruin,824,912,0.68,
bruin-data/bruin,928,947,0.4,
bruin-data/bruin,761,824,0.76,
bruin-data/bruin,873,926,0.32,
bruin-data/bruin,928,932,0.28,
bruin-data/bruin,761,874,0.52,
bruin-data/bruin,761,811,0.12,
bruin-data/bruin,906,928,0.32,
bruin-data/bruin,873,928,0.32,
bruin-data/bruin,741,742,0.75,
bruin-data/bruin,759,776,0.25,
bruin-data/bruin,906,971,0.05,
bruin-data/bruin,869,947,0.65,
bruin-data/bruin,869,928,0.35,
bruin-data/bruin,762,812,0.2,
bruin-data/bruin,874,884,0.08,
bruin-data/bruin,762,877,0.2,
bruin-data/bruin,762,825,0.45,
bruin-data/bruin,761,830,0.05,
bruin-data/bruin,735,742,0.15,
bruin-data/bruin,762,947,0.2,
bruin-data/bruin,869,873,0.4,
bruin-data/bruin,761,877,0.1,
bruin-data/bruin,873,947,0.15,
bruin-data/bruin,912,926,0.3,
bruin-data/bruin,824,825,0.35,
bruin-data/bruin,762,815,0.05,
bruin-data/bruin,762,778,0.15,
bruin-data/bruin,874,971,0.05,
bruin-data/bruin,824,906,0.32,
bruin-data/bruin,760,831,0.12,
bruin-data/bruin,759,760,0.1,
bruin-data/bruin,760,824,0.28,
bruin-data/bruin,762,884,0.08,
bruin-data/bruin,813,815,0.1,
bruin-data/bruin,762,854,0.28,
bruin-data/bruin,824,870,0.5,
bruin-data/bruin,760,778,0.12,
bruin-data/bruin,761,786,0.32,
bruin-data/bruin,841,865,0.3,
bruin-data/bruin,762,821,0.1,
bruin-data/bruin,761,869,0.5,
bruin-data/bruin,760,776,0.25,
bruin-data/bruin,869,912,0.2,
bruin-data/bruin,824,874,0.1,
bruin-data/bruin,906,926,0.25,
bruin-data/bruin,761,768,0.15,
bruin-data/bruin,762,819,0.05,
bruin-data/bruin,841,856,0.25,
bruin-data/bruin,762,906,0.25,
bruin-data/bruin,762,813,0.18,
bruin-data/bruin,873,897,0.15,
bruin-data/bruin,768,776,0.25,
bruin-data/bruin,760,843,0.15,
bruin-data/bruin,761,856,0.15,
bruin-data/bruin,906,912,0.25,
bruin-data/bruin,906,932,0.2,
bruin-data/bruin,824,862,0.2,
bruin-data/bruin,869,932,0.15,
bruin-data/bruin,768,778,0.7,
bruin-data/bruin,869,874,0.2,
bruin-data/bruin,841,869,0.65,
bruin-data/bruin,873,884,0.1,
bruin-data/bruin,824,947,0.25,
bruin-data/bruin,760,830,0.15,
bruin-data/bruin,735,736,0.15,
bruin-data/bruin,761,825,0.2,
bruin-data/bruin,762,869,0.15,
bruin-data/bruin,824,869,0.25,
bruin-data/bruin,761,815,0.15,
bruin-data/bruin,760,761,0.1,
bruin-data/bruin,824,865,0.2,
bruin-data/bruin,824,841,0.65,
bruin-data/bruin,932,971,0.05,
bruin-data/bruin,912,932,0.15,
bruin-data/bruin,873,874,0.2,
bruin-data/bruin,762,873,0.2,
bruin-data/bruin,762,865,0.15,
bruin-data/bruin,824,926,0.15,
bruin-data/bruin,762,971,0.05,
bruin-data/bruin,761,819,0.05,
bruin-data/bruin,873,877,0.3,
bruin-data/bruin,841,862,0.1,
bruin-data/bruin,762,830,0.05,
bruin-data/bruin,762,897,0.05,
bruin-data/bruin,869,897,0.1,
bruin-data/bruin,824,831,0.15,
bruin-data/bruin,760,819,0.1,
bruin-data/bruin,762,818,0.05,
bruin-data/bruin,824,856,0.1,
bruin-data/bruin,761,762,0.55,
bruin-data/bruin,762,912,0.2,
bruin-data/bruin,759,778,0.05,
bruin-data/bruin,874,947,0.05,
bruin-data/bruin,761,776,0.5,
bruin-data/bruin,760,768,0.15,
bruin-data/bruin,841,843,0.15,
bruin-data/bruin,760,821,0.75,
bruin-data/bruin,762,870,0.5,
bruin-data/bruin,762,843,0.4,
bruin-data/bruin,735,741,0.05,
bruin-data/bruin,912,971,0.03,
bruin-data/bruin,762,874,0.2,
bruin-data/bruin,741,743,0.08,
bruin-data/bruin,762,831,0.25,
bruin-data/bruin,761,843,0.45,
bruin-data/bruin,762,856,0.15,
bruin-data/bruin,869,906,0.7,
bruin-data/bruin,760,762,0.05,
bruin-data/bruin,874,912,0.15,
bruin-data/bruin,912,928,0.35,
bruin-data/bruin,759,768,0.3,
bruin-data/bruin,733,735,0.15,
bruin-data/bruin,761,865,0.35,
bruin-data/bruin,762,932,0.1,
bruin-data/bruin,760,818,0.08,
bruin-data/bruin,759,762,0.4,
bruin-data/bruin,824,884,0.35,
bruin-data/bruin,869,870,0.45,
bruin-data/bruin,760,812,0.18,
bruin-data/bruin,762,824,0.4,
bruin-data/bruin,812,813,0.15,
bruin-data/bruin,873,971,0.05,
bruin-data/bruin,824,830,0.08,
bruin-data/bruin,733,736,0.1,
bruin-data/bruin,869,884,0.15,
bruin-data/bruin,874,926,0.3,
bruin-data/bruin,760,815,0.18,
bruin-data/bruin,824,873,0.55,
bruin-data/bruin,873,906,0.95,
bruin-data/bruin,824,932,0.25,
bruin-data/bruin,762,768,0.3,
bruin-data/bruin,760,813,0.45,
bruin-data/bruin,874,906,0.8,
bruin-data/bruin,761,821,0.15,
bruin-data/bruin,906,947,0.35,
bruin-data/bruin,884,897,0.3,
bruin-data/bruin,762,811,0.1,
bruin-data/bruin,776,778,0.15,
bruin-data/bruin,824,877,0.15,
bruin-data/bruin,762,786,0.15,
bruin-data/bruin,873,932,0.35,
bruin-data/bruin,874,897,0.15,
bruin-data/bruin,874,932,0.1,
bruin-data/bruin,760,811,0.45,
bruin-data/bruin,869,926,0.25,
bruin-data/bruin,874,928,0.1,
bruin-data/bruin,762,928,0.1,
bruin-data/bruin,760,786,0.4,
bruin-data/bruin,761,870,0.35,
bruin-data/bruin,841,854,0.35,
bruin-data/bruin,761,854,0.22,
bruin-data/bruin,869,877,0.25,
bruin-data/bruin,824,928,0.25,
bruin-data/bruin,869,971,0.12,
bruin-data/bruin,762,841,0.55,
bruin-data/bruin,824,843,0.3,
bruin-data/bruin,761,778,0.2,
bruin-data/bruin,824,854,0.4,
bruin-data/bruin,912,947,0.1,
bruin-data/bruin,932,947,0.1,
bruin-data/bruin,761,813,0.15,
bruin-data/bruin,760,825,0.2,
bruin-data/bruin,762,926,0.3,
bruin-data/bruin,762,862,0.3,
bruin-data/bruin,760,841,0.35,
bruin-data/bruin,761,862,0.12,
bruin-data/bruin,761,812,0.15,
bruin-data/bruin,762,776,0.45,
bruin-data/bruin,759,761,0.35,
bruin-data/bruin,761,873,0.15,
bruin-data/bruin,761,831,0.1,
bruin-data/bruin,874,877,0.2,
bruin-data/bruin,761,818,0.1,
bruin-data/bruin,824,971,0.05,
camunda/camunda,34576,34672,0.05,
camunda/camunda,35632,35888,0.1,
camunda/camunda,35347,35422,0.75,
camunda/camunda,35347,35602,0.1,
camunda/camunda,34581,34932,0.05,
camunda/camunda,35347,35372,0.6,
camunda/camunda,35602,35632,0.15,
camunda/camunda,35372,35374,0.25,
camunda/camunda,35374,35602,0.1,
camunda/camunda,35347,35632,0.65,
camunda/camunda,35374,35422,0.65,
camunda/camunda,34576,34581,0.05,
camunda/camunda,35099,35209,0.1,
camunda/camunda,35888,35889,0.7,
camunda/camunda,35632,35889,0.08,
camunda/camunda,34932,35099,0.08,
camunda/camunda,34581,35007,0.03,
camunda/camunda,34576,34932,0.08,
camunda/camunda,35372,35602,0.12,
camunda/camunda,35007,35099,0.03,
camunda/camunda,34932,35007,0.05,
camunda/camunda,35374,35632,0.38,
camunda/camunda,34581,34672,0.03,
camunda/camunda,34153,34168,0.05,
camunda/camunda,35372,35632,0.15,
camunda/camunda,35372,35422,0.2,
camunda/camunda,35347,35374,0.25,
cartography-cncf/cartography,1624,1664,0.05,
cartography-cncf/cartography,1637,1679,0.05,
cartography-cncf/cartography,1623,1695,0.18,
cartography-cncf/cartography,1622,1675,0.22,
cartography-cncf/cartography,1623,1624,0.15,
cartography-cncf/cartography,1619,1620,0.65,
cartography-cncf/cartography,1624,1679,0.05,
cartography-cncf/cartography,1679,1695,0.05,
cartography-cncf/cartography,1637,1694,0.2,
cartography-cncf/cartography,1623,1637,0.25,
cartography-cncf/cartography,1620,1622,0.15,
cartography-cncf/cartography,1622,1624,0.15,
cartography-cncf/cartography,1624,1675,0.25,
cartography-cncf/cartography,1679,1694,0.05,
cartography-cncf/cartography,1623,1679,0.05,
cartography-cncf/cartography,1622,1695,0.15,
cartography-cncf/cartography,1622,1697,0.2,
cartography-cncf/cartography,1622,1623,0.3,
cartography-cncf/cartography,1623,1629,0.28,
cartography-cncf/cartography,1622,1679,0.08,
cartography-cncf/cartography,1623,1697,0.5,
cartography-cncf/cartography,1623,1675,0.32,
cartography-cncf/cartography,1622,1694,0.28,
cartography-cncf/cartography,1697,1701,0.5,
cartography-cncf/cartography,1623,1631,0.5,
cartography-cncf/cartography,1679,1701,0.08,
cartography-cncf/cartography,1637,1664,0.05,
cartography-cncf/cartography,1624,1629,0.08,
cartography-cncf/cartography,1618,1623,0.03,
cartography-cncf/cartography,1637,1675,0.12,
cartography-cncf/cartography,1620,1631,0.2,
cartography-cncf/cartography,1624,1697,0.2,
cartography-cncf/cartography,1620,1637,0.8,
cartography-cncf/cartography,1637,1697,0.03,
cartography-cncf/cartography,1618,1624,0.02,
cartography-cncf/cartography,1622,1629,0.15,
cartography-cncf/cartography,1623,1664,0.02,
cartography-cncf/cartography,1622,1631,0.15,
cartography-cncf/cartography,1679,1737,0.35,
cartography-cncf/cartography,1637,1737,0.1,
cartography-cncf/cartography,1679,1697,0.15,
cartography-cncf/cartography,1623,1694,0.3,
cartography-cncf/cartography,1618,1620,0.1,
cartography-cncf/cartography,1620,1629,0.25,
cartography-cncf/cartography,1637,1695,0.25,
cartography-cncf/cartography,1622,1664,0.1,
cartography-cncf/cartography,1620,1623,0.45,
cartography-cncf/cartography,1624,1637,0.2,
cartography-cncf/cartography,1675,1679,0.05,
cartography-cncf/cartography,1622,1637,0.25,
cartography-cncf/cartography,1624,1631,0.25,
cartography-cncf/cartography,1620,1624,0.2,
cartography-cncf/cartography,1624,1694,0.2,
cartography-cncf/cartography,1637,1701,0.1,
cartography-cncf/cartography,1618,1622,0.05,
cartography-cncf/cartography,1618,1619,0.05,
cartography-cncf/cartography,1622,1701,0.15,
cartography-cncf/cartography,1694,1695,0.05,
cartography-cncf/cartography,1624,1695,0.05,
cberner/raptorq,182,185,0.15,
cberner/raptorq,177,178,0.1,
cberner/raptorq,176,178,0.15,
cberner/raptorq,182,186,0.15,
cberner/raptorq,177,180,0.05,
cberner/raptorq,176,177,0.5,
cberner/raptorq,182,184,0.15,
cberner/raptorq,182,183,0.85,
celestiaorg/rsmt2d,361,363,0.15,
cloudfoundry/cloud_controller_ng,4460,4461,0.1,
cloudfoundry/cloud_controller_ng,4442,4460,0.08,
cloudfoundry/cloud_controller_ng,4442,4453,0.2,
cloudfoundry/cloud_controller_ng,4453,4460,0.25,
cloudfoundry/cloud_controller_ng,4394,4442,0.12,
cloudfoundry/cloud_controller_ng,4453,4461,0.1,
cloudfoundry/cloud_controller_ng,4442,4461,0.18,
cloudwalk/stratus,2019,2020,0.88,
cokice/japanese-analyzer,5,6,0.15,
cokice/japanese-analyzer,4,5,0.05,
cokice/japanese-analyzer,4,6,0.25,
cokice/japanese-analyzer,6,7,0.1,
cokice/japanese-analyzer,6,8,0.15,
commaai/opendbc,2364,2365,0.75,
commaai/opendbc,2290,2301,0.2,
commaai/opendbc,2269,2301,0.15,
commaai/opendbc,2363,2364,0.1,
commaai/opendbc,2269,2290,0.25,
commaai/opendbc,2363,2365,0.1,
copper-project/copper-rs,410,411,0.3,
copper-project/copper-rs,409,412,0.08,
copper-project/copper-rs,409,411,0.9,
copper-project/copper-rs,409,410,0.25,
cornerstonejs/cornerstone3D,2012,2016,0.08,
cornerstonejs/cornerstone3D,1998,1999,0.08,
cubicdaiya/nginx-build,203,204,0.2,
cuckoo-network/cuckoo,24,28,0.75,
cuckoo-network/cuckoo,19,24,0.1,
cuckoo-network/cuckoo,19,23,0.05,
cuckoo-network/cuckoo,24,29,0.25,
cuckoo-network/cuckoo,24,25,0.08,
cuckoo-network/cuckoo,19,22,0.12,
cuckoo-network/cuckoo,24,27,0.25,
cuckoo-network/cuckoo,24,26,0.15,
cybersemics/em,2979,3006,0.75,
cybersemics/em,3029,3033,0.03,
cybersemics/em,2994,3003,0.03,
cybersemics/em,2986,2990,0.02,
cybersemics/em,2990,2994,0.9,
cybersemics/em,2998,3001,0.15,
cybersemics/em,2998,3003,0.08,
cybersemics/em,2992,2994,0.88,
cybersemics/em,3031,3033,0.2,
cybersemics/em,2994,3006,0.18,
cybersemics/em,3001,3003,0.08,
cybersemics/em,2992,3000,0.85,
cybersemics/em,3031,3050,0.12,
cybersemics/em,2984,2986,0.05,
cybersemics/em,3045,3050,0.8,
cybersemics/em,2986,3000,0.05,
cybersemics/em,2992,2998,0.9,
cybersemics/em,2998,3000,0.9,
cybersemics/em,2994,2998,0.9,
cybersemics/em,3033,3045,0.65,
cybersemics/em,2979,2994,0.05,
cybersemics/em,2986,2998,0.05,
cybersemics/em,2979,2992,0.05,
cybersemics/em,2979,3000,0.05,
cybersemics/em,2998,3006,0.1,
cybersemics/em,2990,2998,0.75,
cybersemics/em,3029,3031,0.05,
cybersemics/em,2990,2992,0.9,
cybersemics/em,3027,3031,0.05,
cybersemics/em,2979,2986,0.05,
cybersemics/em,2979,3003,0.05,
cybersemics/em,2979,2998,0.05,
cybersemics/em,3027,3029,0.05,
cybersemics/em,2994,3001,0.15,
cybersemics/em,2986,2992,0.1,
cybersemics/em,2979,3001,0.15,
cybersemics/em,3027,3033,0.05,
cybersemics/em,2994,3000,0.85,
cybersemics/em,2990,3000,0.85,
cybersemics/em,2986,2994,0.03,
cybersemics/em,3031,3045,0.08,
cybersemics/em,3033,3050,0.75,
cybersemics/em,2979,2990,0.15,
cybersemics/em,2979,2984,0.08,
cybersemics/em,3031,3094,0.12,
dartsim/dart,1959,1963,0.03,
dartsim/dart,1963,1965,0.97,
dartsim/dart,1959,1962,0.02,
dartsim/dart,1962,1968,0.02,
dartsim/dart,1962,1963,0.02,
dartsim/dart,1959,1961,0.02,
dartsim/dart,1959,1965,0.02,
dartsim/dart,1962,1965,0.02,
dartsim/dart,1961,1962,0.02,
dartsim/dart,1959,1960,0.02,
dartsim/dart,1961,1963,0.05,
davidmigloz/langchain_dart,717,723,0.45,
devitocodes/devito,2625,2682,0.12,
different-ai/zero-finance,160,193,0.25,
different-ai/zero-finance,195,205,0.9,
different-ai/zero-finance,160,178,0.55,
different-ai/zero-finance,27,28,0.35,
different-ai/zero-finance,135,137,0.3,
different-ai/zero-finance,160,176,0.25,
different-ai/zero-finance,160,181,0.55,
different-ai/zero-finance,136,137,0.55,
different-ai/zero-finance,160,206,0.15,
different-ai/zero-finance,160,195,0.45,
different-ai/zero-finance,160,192,0.6,
different-ai/zero-finance,156,160,0.12,
different-ai/zero-finance,160,220,0.3,
different-ai/zero-finance,23,27,0.35,
different-ai/zero-finance,160,223,0.2,
different-ai/zero-finance,146,156,0.08,
different-ai/zero-finance,146,150,0.05,
different-ai/zero-finance,156,161,0.2,
different-ai/zero-finance,146,152,0.1,
different-ai/zero-finance,160,216,0.15,
different-ai/zero-finance,132,133,0.45,
different-ai/zero-finance,146,148,0.12,
different-ai/zero-finance,23,29,0.55,
different-ai/zero-finance,146,153,0.08,
different-ai/zero-finance,160,200,0.08,
different-ai/zero-finance,146,149,0.08,
different-ai/zero-finance,195,202,0.4,
different-ai/zero-finance,116,117,0.35,
different-ai/zero-finance,160,202,0.08,
different-ai/zero-finance,23,26,0.05,
different-ai/zero-finance,160,177,0.08,
different-ai/zero-finance,146,147,0.03,
different-ai/zero-finance,195,200,0.1,
different-ai/zero-finance,156,176,0.03,
different-ai/zero-finance,109,110,0.2,
different-ai/zero-finance,160,161,0.25,
different-ai/zero-finance,160,205,0.15,
different-ai/zero-finance,146,161,0.95,
different-ai/zero-finance,146,160,0.12,
different-ai/zero-finance,135,136,0.68,
different-ai/zero-finance,195,206,0.28,
different-ai/zero-finance,160,222,0.18,
different-ai/zero-finance,23,28,0.52,
different-ai/zero-finance,20,21,0.82,
different-ai/zero-finance,160,224,0.32,
djacobs/PyAPNs,216,217,0.7,
dongaba/TVerRec,273,274,0.42,
dongaba/TVerRec,274,276,0.45,
dongaba/TVerRec,273,275,0.15,
dongaba/TVerRec,275,276,0.5,
dongaba/TVerRec,272,274,0.08,
dongaba/TVerRec,272,276,0.08,
dongaba/TVerRec,273,276,0.3,
dongaba/TVerRec,272,275,0.05,
dongaba/TVerRec,272,273,0.05,
dongaba/TVerRec,274,275,0.4,
dotCMS/core,32663,32664,0.6,
dotCMS/core,32659,32663,0.15,
dotCMS/core,32658,32664,0.45,
dotCMS/core,32659,32662,0.15,
dotCMS/core,32561,32660,0.3,
dotCMS/core,32561,32657,0.3,
dotCMS/core,32658,32663,0.12,
dotCMS/core,32661,32664,0.45,
dotCMS/core,32561,32771,0.08,
dotCMS/core,32656,32663,0.1,
dotCMS/core,32561,32658,0.3,
dotCMS/core,32658,32659,0.8,
dotCMS/core,32661,32662,0.8,
dotCMS/core,32561,32662,0.6,
dotCMS/core,32657,32663,0.8,
dotCMS/core,32658,32771,0.12,
dotCMS/core,32561,32664,0.75,
dotCMS/core,32561,32659,0.6,
dotCMS/core,32658,32660,0.8,
dotCMS/core,32660,32662,0.8,
dotCMS/core,32661,32663,0.8,
dotCMS/core,32659,32771,0.05,
dotCMS/core,32657,32661,0.2,
dotCMS/core,32661,32771,0.05,
dotCMS/core,32660,32663,0.2,
dotCMS/core,32659,32660,0.2,
dotCMS/core,32656,32658,0.2,
dotCMS/core,32561,32663,0.35,
dotCMS/core,32561,32661,0.35,
dotCMS/core,32663,32771,0.05,
dotCMS/core,32659,32661,0.2,
dotCMS/core,32657,32771,0.05,
dotCMS/core,32656,32659,0.45,
dotCMS/core,32657,32660,0.45,
